,level_0,index,text,Corrective,Adaptive,Perfective
151,151,1826,     use rollover for slm's history indices (#45686)          following our own guidelines  slm should use rollover instead of purely     time-based indices to keep shard counts low. this commit implements lazy     index creation for slm's history indices  indexing via an alias  and     rollover in the built-in ilm policy. ,0,1,1
152,152,1275,    add support for manually defined deepcopy methods          in bringing back clayton's pr piece-by-piece this was almost as easy to     implement as his version  and is much more like what i think we should be     doing.          specifically  any time which defines a .deepcopy() method will have that method     called preferentially.  otherwise we generate our own functions for,0,1,0
153,153,1026,    api uses protectedbranchpolicy for destroy/create ,0,0,1
154,154,1661,    arm: at91: remove at91rm9200 legacy boards files          remove old board files that use at91rm9200 atmel soc. the     device tree is mature on this socs. it must be used now.          signed-off-by: nicolas ferre <nicolas.ferre@atmel.com>     acked-by: boris brezillon <boris.brezillon@free-electrons.com> ,0,0,1
155,155,732,    wireless: fix kernel-doc warning in net/cfg80211.h          fix kernel-doc warning in net/cfg80211.h:            warning(include/net/cfg80211.h:1884): no description found for parameter 'registered'          signed-off-by: randy dunlap <rdunlap@xenotime.net>     signed-off-by: linus torvalds <torvalds@linux-foundation.org> ,1,0,0
156,156,493,    rt2x00: introduce soc interface type.          introduce the soc interface type to detect soc devices  instead of having     them mimic being pci devices.     this allows for easier detection of soc devices.          signed-off-by: gertjan van wingerde <gwingerde@gmail.com>     acked-by: ivo van doorn <ivdoorn@gmail.com>     signed-off-by: john w. linville <linville@tuxdriver.c,0,1,0
157,157,477,    fix type errors          close #9988 ,1,0,0
158,158,1378,"    fix collapse.js aria-expanded behavior          * remove aria-expanded from collapse.js target element          aria-expanded=""true""/aria-expanded=""false"" only applies to the trigger      not the element that is being expanded/collapsed.          * tweak collapse.js accessibility section          ...to make it clearer that the aria-expanded attribute always just goes     on the",1,0,1
159,159,785,    builder: lint fixes          signed-off-by: tonis tiigi <tonistiigi@gmail.com> ,1,0,0
160,160,579,    added cookie option to session configuration. ,0,1,0
161,161,949,    add support for more es6 features ,0,1,0
162,162,1377,    tests(integration) speed up integration tests          speed up integration tests by avoiding unnecessary truncations. ,0,0,1
163,163,1503,    decrease the number of external headers pulled in and refactor allocator and reader/writer. ,0,0,1
164,164,1704,    test: fix tests that check error messages          20285ad17755187ece16b8a5effeaa87f5407da2 changed the format     of error messages throughout lib. however  the tests were not     updated to reflect these changes. this commit makes those     changes.          pr-url: https://github.com/nodejs/node/pull/3727     reviewed-by: roman reiss <me@silverwind.io>     reviewed-by: johan,1,0,0
165,165,1624,    build: fix file paths after moving modules/@angular/* to packages/* ,1,1,0
166,166,643,    nommu: optimise away the {dac_ }mmap_min_addr tests          in nommu mode clamp dac_mmap_min_addr to zero to cause the tests on it to be     skipped by the compiler.  we do this as the minimum mmap address doesn't make     any sense in nommu mode.          mmap_min_addr and round_hint_to_min() can be discarded entirely in nommu mode.          signed-off-by: david howells <dhow,0,0,1
167,167,1989,    bah  fix another bug. need tests  stat! ,1,0,0
168,168,913,    tidy up license headers [1/n]          summary: changelog: [general] [fixed] - license header cleanup          reviewed by: yungsters          differential revision: d17952695          fbshipit-source-id: 81aa607612ba1357ef7814ef20371335151afe7e ,1,0,1
169,169,521,    cmd/go: handle paths like \x.go on windows          fixes #8130.          lgtm=rsc     r=golang-codereviews  rsc     cc=golang-codereviews     https://golang.org/cl/143200043 ,1,0,0
170,170,261,    net/mlx5: introduce offloads steering namespace          add a new namespace (mlx5_flow_namespace_offloads) to be populated     with flow steering rules that deal with rules that have have to     be executed before the en nic steering rules are matched.          the namespace is located after the bypass name-space and before the     kernel name-space. therefore  it precedes the,0,1,0
171,171,1388,    all commands must declare unstructured or internal          callers must take a dependency on one or the other set of conversions     and default client behavior. future changes may add a versioned() type      but this is an accurate reflection of current code state. ,0,0,1
172,172,1277,    sh: introduce struct clk_div4_table          this patch introduces struct clk_div4_table. the structure     will be used to keep div4 specific data  and is with this     patch replacing the struct clk_div_mult_table pointer arg     used by the sh_clk_div4_register() functions.          signed-off-by: magnus damm <damm@opensource.se>     signed-off-by: paul mundt <lethal@linux-s,0,1,0
173,173,1263,    events: simplify removealllisteners logic          unnecessary checks were being performed on if the event existed before     being removed.          _events starts out as null  so reset to null when emptied.          checking typeof is a lot cheaper than isarray(). ,0,0,1
174,174,306,    perf scripting: shut up 'perf record' final status          we want just the script output  not internal details about the record phase.          cc: frederic weisbecker <fweisbec@gmail.com>     cc: ingo molnar <mingo@elte.hu>     cc: mike galbraith <efault@gmx.de>     cc: paul mackerras <paulus@samba.org>     cc: peter zijlstra <peterz@infradead.org>     cc: stephane eranian <,0,0,1
175,175,986,    clk: renesas: r8a77965: add sata clock          this patch adds sata clock to the r8a77965 soc.          signed-off-by: takeshi kihara <takeshi.kihara.df@renesas.com>     [wsa: rebased to upstream base]     signed-off-by: wolfram sang <wsa+renesas@sang-engineering.com>     reviewed-by: simon horman <horms+renesas@verge.net.au>     signed-off-by: geert uytterhoeven <geert+renesa,0,1,0
176,176,66,    staging: speakup - syle fix permissions to octal          a style fix across whole driver.     changed permissions to octal style  found using checkpatch          signed-off-by: derek robson <robsonde@gmail.com>     signed-off-by: greg kroah-hartman <gregkh@linuxfoundation.org> ,1,0,0
177,177,911,"    [patch] bcm43xx: code cleanups. this removes various ""inline"" statements and reduces codesize.          signed-off-by: michael buesch <mbuesch@freenet.de>     signed-off-by: john w. linville <linville@tuxdriver.com> ",0,0,1
178,178,340,    bugfix: correct after_fork semantics          after fork sitesettings was not getting a new process id      causing site settings not to refresh properly in unicorn          this code also centralizes the logic ,1,0,0
179,179,497,    auth: azure ad oauth (#20030)          * implement azure ad oauth          * use go-jose and cleanup          * update go-jose in go.mod          * cleanup          * add unit tests          * fix scopes          * add documentation page          * improve documentation          * convert extract_role into function.          * do not use upn and replace unique_name with preferr,1,1,0
